"","ICU_06","ICU_25","ICU_26","ICU_27","NON_07","NON_19","NON_20","NON_22","NON_23","NON_26","NON_28","ENSGID","SYMBOL"
"ENSG00000108578",1227,730,336,757,1748,1599,697,1529,1470,1364,893,"ENSG00000108578","BLMH"
"ENSG00000108582",25967,12354,22663,28569,13911,8676,14456,18874,10985,6081,11354,"ENSG00000108582","CPD"
"ENSG00000108587",3017,2138,1411,2090,2276,1426,1649,3526,2376,2211,1960,"ENSG00000108587","GOSR1"
"ENSG00000108588",5136,3543,2678,4288,3548,1987,2431,5945,3413,2358,3465,"ENSG00000108588","CCDC47"
"ENSG00000108590",830,391,217,471,678,581,878,1565,996,840,626,"ENSG00000108590","MED31"
"ENSG00000108591",463,299,222,495,390,467,276,452,431,613,331,"ENSG00000108591","DRG2"
"ENSG00000108592",1810,1279,1293,1495,1394,1695,1065,2086,2204,1799,1337,"ENSG00000108592","FTSJ3"
"ENSG00000108599",1910,1067,953,1394,1348,1008,1113,2107,1510,1304,1369,"ENSG00000108599","AKAP10"
"ENSG00000108602",31550,5562,23461,12635,12119,35826,8824,24854,31705,7704,22642,"ENSG00000108602","ALDH3A1"
"ENSG00000108604",3745,2009,2390,3511,4170,5142,2810,4664,2501,6439,2988,"ENSG00000108604","SMARCD2"
"ENSG00000108622",64,34,94,100,123,130,102,128,85,85,72,"ENSG00000108622","ICAM2"
"ENSG00000108639",4652,3734,4681,6826,3662,5364,2528,4049,3882,7473,3614,"ENSG00000108639","SYNGR2"
"ENSG00000108641",2482,1144,342,2101,3675,2545,6256,7904,6771,9647,5467,"ENSG00000108641","B9D1"
"ENSG00000108651",2414,1779,1073,1707,1811,1610,1100,2686,2234,1784,1337,"ENSG00000108651","UTP6"
"ENSG00000108654",105063,46347,40152,66882,67309,37334,71857,134579,86790,34701,73579,"ENSG00000108654","DDX5"
"ENSG00000108666",1451,717,294,853,1172,697,1493,3223,1273,1067,994,"ENSG00000108666","C17orf75"
"ENSG00000108669",5231,4000,7843,6944,3599,5743,3406,6826,4909,4454,3412,"ENSG00000108669","CYTH1"
"ENSG00000108671",3158,3152,2191,2913,2568,2732,1982,5986,3176,3192,1965,"ENSG00000108671","PSMD11"
"ENSG00000108679",6365,2956,2110,5453,6176,9382,3690,8092,6102,14353,8159,"ENSG00000108679","LGALS3BP"
"ENSG00000108688",117,118,299,278,2,4,4,5,5,4,8,"ENSG00000108688","CCL7"
"ENSG00000108691",1809,988,37193,7835,419,100,21,52,131,34,610,"ENSG00000108691","CCL2"
"ENSG00000108700",158,28,2,316,0,3,0,5,100,0,101,"ENSG00000108700","CCL8"
"ENSG00000108733",450,126,67,180,306,156,348,526,393,256,395,"ENSG00000108733","PEX12"
"ENSG00000108771",908,326,310,1001,831,1351,713,2826,1559,942,2081,"ENSG00000108771","DHX58"
"ENSG00000108773",1539,830,427,1081,1712,1442,531,1351,1123,1168,1047,"ENSG00000108773","KAT2A"
"ENSG00000108774",3429,2109,3255,4115,2133,2932,2013,3220,2859,3338,2332,"ENSG00000108774","RAB5C"
"ENSG00000108784",1077,673,836,1705,688,1864,1433,3080,1470,1943,953,"ENSG00000108784","NAGLU"
"ENSG00000108785",7,12,8,32,11,3,4,7,12,2,14,"ENSG00000108785","HSD17B1P1"
"ENSG00000108786",44,55,23,29,49,35,52,69,76,132,36,"ENSG00000108786","HSD17B1"
"ENSG00000108788",1243,947,1624,1745,960,1323,898,1682,878,1434,820,"ENSG00000108788","MLX"
"ENSG00000108797",12,37,35,120,107,139,43,103,59,33,25,"ENSG00000108797","CNTNAP1"
"ENSG00000108798",188,96,176,181,68,192,60,182,239,75,124,"ENSG00000108798","ABI3"
"ENSG00000108799",1263,681,1263,1182,1231,1542,842,1598,1359,1045,1111,"ENSG00000108799","EZH1"
"ENSG00000108813",93,45,6,85,128,251,69,319,93,155,62,"ENSG00000108813","DLX4"
"ENSG00000108819",574,490,1801,1798,430,841,250,407,269,743,338,"ENSG00000108819","PPP1R9B"
"ENSG00000108821",248,564,215,833,468,274,257,282,151,614,86,"ENSG00000108821","COL1A1"
"ENSG00000108826",2841,2511,944,2058,2899,3276,2088,4212,3626,6290,1783,"ENSG00000108826","MRPL27"
"ENSG00000108828",1600,2050,3965,2423,1220,1844,1076,1400,1115,2456,670,"ENSG00000108828","VAT1"
"ENSG00000108829",2133,2052,2461,2896,1743,2609,1195,2057,1384,4028,1324,"ENSG00000108829","LRRC59"
"ENSG00000108830",397,77,58,157,481,1192,825,1220,422,1247,386,"ENSG00000108830","RND2"
"ENSG00000108839",75,64,1185,392,31,172,21,77,54,79,75,"ENSG00000108839","ALOX12"
"ENSG00000108840",1191,768,2132,1931,1234,2765,1080,1495,1397,2681,1682,"ENSG00000108840","HDAC5"
"ENSG00000108846",1527,780,558,742,1584,1326,208,1136,1100,159,713,"ENSG00000108846","ABCC3"
"ENSG00000108848",15818,8080,2637,9014,14178,5787,12250,26994,11779,11762,14145,"ENSG00000108848","LUC7L3"
"ENSG00000108852",46,9,5,16,30,55,10,26,22,65,34,"ENSG00000108852","MPP2"
"ENSG00000108854",2873,1182,799,1623,1876,1283,2245,3859,1879,1181,1363,"ENSG00000108854","SMURF2"
"ENSG00000108861",3551,3765,2563,3079,2006,2233,1743,3158,2669,4719,1495,"ENSG00000108861","DUSP3"
"ENSG00000108883",2967,1764,2131,2990,2011,3656,2347,5618,3877,2807,2334,"ENSG00000108883","EFTUD2"
"ENSG00000108924",2617,357,312,649,1962,1203,1994,6142,3197,653,6589,"ENSG00000108924","HLF"
"ENSG00000108932",399,217,769,617,155,145,479,1040,233,164,518,"ENSG00000108932","SLC16A6"
"ENSG00000108946",30681,12564,5344,20443,15528,8665,21537,48044,21768,12966,22946,"ENSG00000108946","PRKAR1A"
"ENSG00000108947",520,132,24,379,283,164,707,1234,775,545,909,"ENSG00000108947","EFNB3"
"ENSG00000108950",1484,695,680,908,769,723,163,463,225,30,97,"ENSG00000108950","FAM20A"
"ENSG00000108953",16029,12869,9375,14982,19026,24401,13054,21364,23290,40692,15538,"ENSG00000108953","YWHAE"
"ENSG00000108960",630,391,224,332,343,142,167,527,361,149,357,"ENSG00000108960","MMD"
"ENSG00000108961",84,41,13,24,65,65,35,40,73,43,18,"ENSG00000108961","RANGRF"
"ENSG00000108963",239,112,262,269,231,252,130,199,150,183,154,"ENSG00000108963","DPH1"
"ENSG00000108984",1970,708,481,1167,1093,630,245,669,913,275,1110,"ENSG00000108984","MAP2K6"
"ENSG00000109016",1624,882,634,1244,1670,2489,1487,2617,2983,2704,1619,"ENSG00000109016","DHRS7B"
"ENSG00000109046",10824,7300,7800,13175,4324,3139,3587,6628,4267,3571,4219,"ENSG00000109046","WSB1"
"ENSG00000109062",10191,7926,6945,10537,11133,12061,8527,14001,12472,18779,9196,"ENSG00000109062","SLC9A3R1"
"ENSG00000109063",151,138,48,86,228,104,59,235,164,134,158,"ENSG00000109063","MYH3"
"ENSG00000109065",1146,689,576,878,1094,1212,698,1272,1398,1575,1064,"ENSG00000109065","NAT9"
